product_name,wine_type,flavor,location,available_qty
"Вино Tenute Di Maria, Nero d'Avola, Sicilia IGP 2018 0.75 л","Красное,  Сухое",Неро д'Авола,"Италия,  Сицилия",
"Вино Bisquertt, Petirrojo Reserva, Cabernet Sauvignon, Colchagua Valley DO 2018 0.375 л","Красное,  Сухое",Каберне Совиньон,"Чили,  Центральная Долина,  Кольчагуа",
"Вино Bisquertt, Petirrojo Reserva, Cabernet Sauvignon, Colchagua Valley DO 2019 0.375 л","Красное,  Полусухое",Каберне Совиньон,"Чили,  Центральная Долина,  Кольчагуа",
Вино Terre del Palio Rosso di Montepulciano DOC 2016 0.75 л,"Красное,  Сухое","Мерло,  Каберне Совиньон,  Санджовезе","Италия,  Тоскана,  Монтепульчано",
"Вино Bodega San Gregorio, Predator Garnacha, Calatayud DO 0.75 л","Красное,  Сухое",Гренаш/Гарнача,"Испания,  Арагон,  Калатаюд",
"Вино Luis Felipe Edwards, Gran Reserva Pinot Noir 0.75 л","Красное,  Сухое",Пино Нуар,"Чили,  Центральная Долина,  Кольчагуа",
Вино Terra Vega Gran Reserva Pinot Noir 0.75 л,"Красное,  Сухое",Пино Нуар,"Чили,  Регион Аконкагуа,  Долина Лейда",
Вино Terra Vega Reserva Pinot Noir 0.75 л,"Красное,  Сухое",Пино Нуар,"Чили,  Регион Аконкагуа,  Долина Лейда",
Вино Cambridge Crossing Cabernet Sauvignon 2018 0.75 л,"Красное,  Сухое",Каберне Совиньон,"Австралия,  Южная Австралия",
"Вино Kris, Heart Merlot, Vigneti delle Dolomiti IGT 0.75 л","Красное,  Сухое",Мерло,"Италия,  Трентино-Альто Адидже",
Вино Лази Грузинское Крестьянское красное 0.75 л,"Красное,  Полусладкое","Александроули,  Саперави,  Красные сорта винограда","Грузия,  Кахетия",
Вино Лази Грузинское красное 0.75 л,"Красное,  Сухое","Александроули,  Саперави,  Красные сорта винограда","Грузия,  Кахетия",
Вино Tavernello Montepulciano d'Abruzzo DOC 0.75 л,"Красное,  Сухое",Монтепульчано д'Абруццо,"Италия,  Абруццо",
"Вино Parini, Nero d'Avola, Sicilia IGT 0.75 л","Красное,  Сухое",Неро д'Авола,"Италия,  Сицилия",
"Вино Bouchard Aine & Fils, Grand Conseiller Pinot Noir 2018 0.75 л","Красное,  Сухое",Пино Нуар,Франция,
"Вино Just Wine Shiraz, Western Cape WO 0.75 л","Красное,  Сухое",Шираз,Франция,
Вино Openers Shiraz 0.75 л,"Красное,  Полусухое",Шираз,"ЮАР,  Западный Кейп",
"Вино Luis Felipe Edwards, Nucos Rapaz Syrah 0.75 л","Красное,  Сухое","Гарнача Тинторерра,  Пти Шираз,  Шираз","Чили,  Центральная Долина",
Вино Condor Peak Red Sweet 0.75 л,"Красное,  Полусладкое","Бонарда,  Темпранильо,  Санджовезе","Аргентина,  Мендоса",
"Вино Chateau Tour d'Auron, Bordeaux Superieur AOC 2015 0.75 л","Красное,  Сухое",Мерло,"Франция,  Бордо,  Бордо Сюпериёр",
"Вино Marchese Montefusco Nero d'Avola, Sicilia IGT 0.75 л","Красное,  Сухое",Неро д'Авола,"Италия,  Сицилия",
"Вино Ведерниковъ, Губернаторское Каберне 0.75 л","Красное,  Сухое","Красностоп Золотовский,  Цимлянский черный,  Каберне Совиньон","Россия,  Ростовская область,  Константиновский район",
"Вино Ведерниковъ, Губернаторское Голубок 2015 0.75 л","Красное,  Сухое","Голубок,  Цимлянский черный,  Каберне Совиньон","Россия,  Ростовская область,  Константиновский район",
"Вино Chateau Vaillart La Mongie, Bordeaux АОC 2014 0.75 л","Красное,  Сухое","Каберне Фран,  Мерло,  Каберне Совиньон","Франция,  Бордо",
"Вино Patriarche, Cabernet Sauvignon, Vin de Pays d'Oc 0.187 л","Красное,  Сухое",Каберне Совиньон,"Франция,  Бургундия",
"Вино Zonin, Montepulciano d'Abruzzo DOC 0.25 л","Красное,  Полусухое","Монтепульчано,  Санджовезе","Италия,  Абруццо,  Монтепульчано д'Абруццо",
"Вино Bouchard Aine et Fils, Beaujolais Nouveau AOC 2017 0.75 л","Красное,  Сухое",Гаме,"Франция,  Бургундия,  Божоле",
Вино Товарищество Христофорова Саперави Крымское 0.75 л,"Красное,  Полусухое",Саперави,Крым,
"Вино Bartenura, Rosso Toscano IGT 0.75 л","Красное,  Сухое",Санджовезе,"Италия,  Тоскана,  Тоскана IGT",
"Вино Feudi del Pisciotto, Baglio del Sole Nero d'Avola, Sicilia IGT 2017 0.75 л","Красное,  Сухое",Неро д'Авола,"Италия,  Сицилия",
Вино ACT Ахашени 0.75 л,"Красное,  Полусладкое",Саперави,Грузия,
Вино Alteno Montepulciano d'Abruzzo DOC 0.75 л,"Красное,  Сухое",Монтепульчано,"Италия,  Абруццо,  Монтепульчано д'Абруццо",
Вино Teluri Alazani Valley Red Semi-Sweet 0.75 л,"Красное,  Полусладкое",Саперави,"Грузия,  Кахетия,  Алазанская долина",
"Вино Catena Zapata, Alamos Malbec, Mendoza 2019 0.375 л","Красное,  Сухое",Мальбек,"Аргентина,  Мендоса,  Долина Уко",
Вино Tarquino Malbec Shiraz 0.75 л,"Красное,  Полусухое","Шираз,  Мальбек","Аргентина,  Мендоса",
"Вино Casa Albali Gran Seleccion, Valdepenas DO 2017 0.75 л","Красное,  Полусухое",Темпранильо,"Испания,  Вальдепеньяс",
"Вино Felix Solis, Campo Delia la Mancha Tempranillo, La Mancha DO 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Кастилия Ла Манча",
Вино Camden Park Cabernet Sauvignon 2018 0.75 л,"Красное,  Полусухое",Каберне Совиньон,Австралия,
Вино Gato Negro Carmenere 2019 0.75 л,"Красное,  Сухое","Карменере,  Сира","Чили,  Центральная Долина",
Вино Vina Lanzar Tinto VDT 1 л,"Красное,  Сухое",Красные сорта винограда,"Испания,  Кастилия Ла Манча",
Вино Halkidiki Red 0.75 л,"Красное,  Сухое","Лимнио,  Мерло","Греция,  Халкидики",
Вино Такар Арени 0.75 л,"Красное,  Сухое",Арени,"Армения,  Арагацотнская область",
"Вино Castillo de Aza Tinto Fino, Ribera del Duero DO 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Рибера-дель-Дуэро",
"Вино Zonin, Montepulciano d'Abruzzo DOC 0.75 л","Красное,  Полусухое","Монтепульчано,  Санджовезе","Италия,  Абруццо,  Монтепульчано д'Абруццо",
"Вино Maison Bouey, Le Cardo Maximus Rouge, Bordeaux AOC 0.75 л","Красное,  Сухое","Каберне Фран,  Мерло,  Каберне Совиньон","Франция,  Бордо",
"Вино Beefsteak Club Beef & Liberty, Shiraz 2016 0.75 л","Красное,  Сухое",Шираз,Австралия,
"Вино Beefsteak Club Beef & Liberty, Malbec 0.75 л","Красное,  Сухое",Мальбек,"Аргентина,  Мендоса",
Вино Bruni Montepulciano d'Abruzzo DOC 2017 0.75 л,"Красное,  Сухое",Монтепульчано,"Италия,  Абруццо,  Монтепульчано д'Абруццо",
"Вино Bodegas Niel, Santofimia, Almansa DOP 0.75 л","Красное,  Сухое","Гарнача Тинторерра,  Мерло","Испания,  Мурсия",
Вино Шуми Напареули 0.75 л,"Красное,  Сухое",Саперави,"Грузия,  Кахетия,  Напареули",
Вино Иберика Напареули 0.75 л,"Красное,  Сухое",Саперави,"Грузия,  Кахетия,  Напареули",
Вино Шуми Мукузани 0.75 л,"Красное,  Сухое",Саперави,"Грузия,  Кахетия,  Мукузани",
